"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"49005789","816","","","","","02/12/2016 11:48:00","02/12/2016 11:50:00","Very satisfied","not known","Find licensing information","Neither easy nor difficult",-
"49008187","817","","","","","02/12/2016 12:21:00","02/12/2016 12:22:00","Satisfied","There needs to be dates next to the documents otherwise you don't know if they are new or not","Make changes to my existing Operator’s Licence","Extremely difficult","It doesn't give you the full address on the front page or at least show the address postcode otherwise you are searching everyone for the correct location"
"49012436","818","","","","","02/12/2016 13:38:00","02/12/2016 13:40:00","Neither satisfied nor dissatisfied","it would be nice to do more things online ( transport manager check or add)","Find licensing information","Neither easy nor difficult",-
"49013589","819","","","","","02/12/2016 13:52:00","02/12/2016 13:54:00","Satisfied","I think on the correspondence/ letters page a date column would be helpful ","Find licensing information","Neither easy nor difficult",-
"49022396","820","","","","","02/12/2016 15:57:00","02/12/2016 15:57:00","Very satisfied","Too early to say","Make changes to my existing Operator’s Licence","Extremely easy",-
"49025002","821","","","","","02/12/2016 16:22:00","02/12/2016 16:24:00","Dissatisfied","I tried to add a vehicle to my licence but the system gives no indication if it has been successful or not.","Make changes to my existing Operator’s Licence","Fairly difficult ","I tried adding a vehicle but the system did not confirm my actions in any way. so I now don't know if it worked or not."
"49029925","822","","","","","02/12/2016 18:16:00","02/12/2016 18:17:00","Very satisfied","no need","Sign in to my existing account","Extremely easy",-
"49046026","823","","","","","03/12/2016 11:17:00","03/12/2016 11:20:00","Satisfied","web site is hard to get started but easy enough to use once you get going","Make changes to my existing Operator’s Licence","Extremely easy",-
"49049673","824","","","","","03/12/2016 14:16:00","03/12/2016 14:18:00","Very dissatisfied","the old service was much better and easy to use ","Make changes to my existing Operator’s Licence","Extremely difficult","could not find the page I needed "
"49061004","825","","","","","04/12/2016 04:44:00","04/12/2016 04:45:00","Very satisfied","no recommendations","Make changes to my existing Operator’s Licence","Extremely easy",-
"49067835","826","","","","","04/12/2016 12:11:00","04/12/2016 12:11:00","Very satisfied","Add OCRS scores to the page","Make changes to my existing Operator’s Licence","Extremely easy",-
"49070057","827","","","","","04/12/2016 14:34:00","04/12/2016 14:35:00","Very satisfied","Don't Know. It is good enough for my present needs","Make changes to my existing Operator’s Licence","Extremely easy",-
"49072008","828","","","","","04/12/2016 16:38:00","04/12/2016 16:40:00","Very dissatisfied","Go back to what you had before. By any criteria, this application is a mess.  I haven't successfully searched and found anything. ","Bus registrations","Extremely difficult","Dialogue boxes are incomplete - only some traffic areas shown. - Searching for ""Hams Travel"" brings up a dozen other bus operators but not Hams. "
"49088811","829","","","","","05/12/2016 07:31:00","05/12/2016 07:33:00","Very satisfied","looks fine to me and well laid out","Find licensing information","Extremely easy",-
"49091609","830","","","","","05/12/2016 08:39:00","05/12/2016 08:41:00","Very satisfied","New use on the software. As yet no improvements noted at this early stage of use.","Create a new account","Very easy",-
"49097823","831","","","","","05/12/2016 09:54:00","05/12/2016 09:55:00","Very satisfied","Maybe have the OCRS scores etc on this website","Make changes to my existing Operator’s Licence","Extremely easy",-
"49102752","832","","","","","05/12/2016 10:58:00","05/12/2016 10:58:00","Very satisfied","don't need to","Make changes to my existing Operator’s Licence","Extremely easy",-
"49103431","833","","","","","05/12/2016 11:07:00","05/12/2016 11:08:00","Very satisfied","For operators with multi licence can you export the whole flett list on all licences","Make changes to my existing Operator’s Licence","Extremely easy",-
"49103508","834","","","","","05/12/2016 11:08:00","05/12/2016 11:10:00","Very satisfied","Printable summary view to be available for all Traffic Area licences used by an Operator","Find licensing information","Very easy",-
"49103924","835","","","","","05/12/2016 11:13:00","05/12/2016 11:14:00","Very dissatisfied","by returning to the old format","Sign in to my existing account","Extremely difficult","you have changed a page that was easily manageable to something that is not"
"49107098","836","","","","","05/12/2016 11:51:00","05/12/2016 11:53:00","Very satisfied","I found the system very clear and easy to make the amendments to our licence as required.","Make changes to my existing Operator’s Licence","Very easy",-
"49107285","837","","","","","05/12/2016 11:54:00","05/12/2016 11:55:00","Very satisfied","HAPPY WITH SERVICE - ","Make changes to my existing Operator’s Licence","Extremely easy",-
"49108760","838","","","","","05/12/2016 12:11:00","05/12/2016 12:13:00","Dissatisfied","Poor replacement for the previous system, impossible to easily find details of forthcoming changes","Bus registrations","Extremely difficult","Information not set out in a way that new registrations/changes can be easily identified"
"49110166","839","","","","","05/12/2016 12:26:00","05/12/2016 12:27:00","Very satisfied","very good","Sign in to my existing account","Extremely easy",-
"49110209","840","","","","","05/12/2016 12:27:00","05/12/2016 12:28:00","Very satisfied","N\A","Make changes to my existing Operator’s Licence","Very easy",-
"49115735","841","","","","","05/12/2016 13:34:00","05/12/2016 13:36:00","Very dissatisfied","tell people what page top go to without scouring the internet to be told there's an error and then my account is not active !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Sign in to my existing account","Extremely difficult","would not accept the log in details and was told that my account wasn't active"
"49116128","842","","","","","05/12/2016 13:37:00","05/12/2016 13:39:00","Very satisfied","Provide summary of abbreviations where there are any","Find licensing information","Very easy",-
"49120378","843","","","","","05/12/2016 13:59:00","05/12/2016 14:00:00","Satisfied","Summary licence page no longer seems to be available","Make changes to my existing Operator’s Licence","Very easy",-
"49121101","844","","","","","05/12/2016 14:04:00","05/12/2016 14:05:00","Very satisfied","don't know yet","Make changes to my existing Operator’s Licence","Extremely easy",-
"49124662","845","","","","","05/12/2016 14:32:00","05/12/2016 14:34:00","Neither satisfied nor dissatisfied","Search criteria by Operator's Licence and / or Operator Name","Bus registrations","Neither easy nor difficult",-
"49129271","846","","","","","05/12/2016 15:04:00","05/12/2016 15:05:00","Satisfied","Speed of the page being loaded","Find licensing information","Very easy",-
"49135333","847","","","","","05/12/2016 15:46:00","05/12/2016 15:47:00","Very satisfied","Don't think service requires improvement ...easy to obtain information from various source options ","Find licensing information","Extremely easy",-
"49138770","848","","","","","05/12/2016 16:15:00","05/12/2016 16:17:00","Very satisfied","I am glad to say that when I first used the service, I responded by saying it was inconvenient that the old service allowed separate lorry and bus searches. I am glad to see that this can now be done. Thank you.","Find licensing information","Extremely easy",-
"49139240","849","","","","","05/12/2016 16:19:00","05/12/2016 16:19:00","Very satisfied","The new format and options are great!","Sign in to my existing account","Extremely easy",-
"49145851","850","","","","","05/12/2016 17:16:00","05/12/2016 17:17:00","Very satisfied","Perhaps a date next to the correspondence i.e. date sent ","Sign in to my existing account","Extremely easy",-
"49148203","851","","","","","05/12/2016 17:40:00","05/12/2016 17:41:00","Satisfied","Does not allow you to select which type of vehicle when adding to licence","Make changes to my existing Operator’s Licence","Very easy",-
